wavenumber,intensity
453.481836,0.356174
454.235917,0.371858
454.688057,0.381844
455.170302,0.39301
455.305602,0.396243
455.393112,0.398358
455.508863,0.401186
456.262944,0.420465
456.715084,0.432785
457.197329,0.446603
457.332629,0.450611
457.420139,0.453236
457.53589,0.456747
458.289971,0.48076
458.742111,0.496169
459.224356,0.513513
459.359656,0.518557
459.447166,0.521862
459.562917,0.526287
460.316998,0.556656
460.769138,0.576244
461.251383,0.59838
461.386683,0.604836
461.474193,0.60907
461.589944,0.614745
462.156445,0.643769
462.344025,0.653861
462.796165,0.679246
463.27841,0.708086
463.41371,0.716527
463.50122,0.722072
463.616971,0.729511
464.371052,0.781104
464.823192,0.81489
465.305437,0.853592
465.440737,0.864987
465.528247,0.87249
465.643998,0.88258
466.398079,0.953311
466.850219,1.000433
467.332464,1.055299
467.467764,1.071651
467.555274,1.082468
467.671025,1.09708
468.425106,1.201785
468.80898,1.262503
468.877246,1.273911
469.359491,1.360452
469.494791,1.386787
469.582301,1.404349
469.698052,1.428245
470.00186,1.494847
470.452133,1.605243
470.836007,1.712277
470.904273,1.732721
471.386518,1.890912
471.521818,1.940052
471.609328,1.973054
471.725079,2.018242
472.028887,2.145747
472.47916,2.361226
472.863034,2.573681
472.9313,2.614543
473.413545,2.932643
473.548845,3.03187
473.636355,3.098553
473.752106,3.189883
474.055914,3.447394
474.890061,4.303041
475.440572,5.004233
475.575872,5.194964
475.663382,5.322367
475.779133,5.495845
476.082941,5.978683
476.917088,7.518637
477.467599,8.712681
477.602899,9.027791
477.690409,9.236084
477.80616,9.516948
478.109968,10.282509
478.944115,12.578302
479.494626,14.219724
479.629926,14.633963
479.717436,14.903536
479.833187,15.261714
480.136995,16.207186
480.971142,18.769575
481.521654,20.33667
481.656953,20.694272
481.744463,20.91831
481.860214,21.205097
482.164022,21.899575
482.998169,23.258641
483.548681,23.614743
483.68398,23.629388
483.77149,23.623292
483.887241,23.596473
484.191049,23.425661
485.025196,22.26423
485.575708,21.038944
485.711007,20.695203
485.798517,20.465433
485.914268,20.153329
486.218076,19.296088
487.052223,16.765707
487.602735,15.053043
487.738034,14.635858
487.825544,14.367589
487.941295,14.014991
488.245103,13.104359
489.07925,10.754072
